solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, cash, fileNumber
2, 0, 0.0106, 2.9798, 3, 8, 1400, 38
2, 0, 0.0104, 2.9903, 3, 8, 1450, 38
2, 0, 0.0109, 3.0012, 3, 8, 1500, 38
2, 0, 0.0141, 3.0153, 3, 9, 1200, 39
2, 0, 0.0103, 3.0256, 3, 9, 1250, 39
2, 0, 0.0102, 3.0358, 3, 9, 1300, 39
2, 0, 0.011, 3.0468, 3, 9, 1350, 39
2, 0, 0.0108, 3.0576, 3, 9, 1400, 39
2, 0, 0.0113, 3.0689, 3, 9, 1450, 39
2, 0, 0.0112, 3.0801, 3, 9, 1500, 39
2, 0, 0.0158, 3.0958, 3, 10, 1200, 40
2, 0, 0.0113, 3.1071, 3, 10, 1250, 40
2, 0, 0.0123, 3.1194, 3, 10, 1300, 40
2, 0, 0.0109, 3.1304, 3, 10, 1350, 40
2, 0, 0.011, 3.1414, 3, 10, 1400, 40
2, 0, 0.0117, 3.1531, 3, 10, 1450, 40
2, 0, 0.0149, 3.1679, 3, 10, 1500, 40
2, 0, 0.014, 3.1819, 3, 11, 1200, 41
2, 0, 0.0118, 3.1937, 3, 11, 1250, 41
2, 0, 0.0104, 3.2041, 3, 11, 1300, 41
2, 0, 0.0111, 3.2152, 3, 11, 1350, 41
2, 0, 0.0115, 3.2267, 3, 11, 1400, 41
2, 0, 0.0122, 3.239, 3, 11, 1450, 41
2, 0, 0.0121, 3.2511, 3, 11, 1500, 41
2, 0, 0.014, 3.2651, 3, 12, 1200, 42
2, 0, 0.0117, 3.2769, 3, 12, 1250, 42
2, 0, 0.0117, 3.2886, 3, 12, 1300, 42
2, 0, 0.0117, 3.3002, 3, 12, 1350, 42
2, 0, 0.012, 3.3122, 3, 12, 1400, 42
2, 0, 0.0108, 3.323, 3, 12, 1450, 42
2, 0, 0.0117, 3.3347, 3, 12, 1500, 42
2, 0, 0.0213, 3.356, 3, 13, 1200, 43
2, 0, 0.0111, 3.3672, 3, 13, 1250, 43
2, 0, 0.0115, 3.3786, 3, 13, 1300, 43
2, 0, 0.0113, 3.3899, 3, 13, 1350, 43
2, 0, 0.0115, 3.4014, 3, 13, 1400, 43
